0,6.6573,6.5012,7.1534,7.323,7.3018,6.6079,7.5034,7.2082,6.9321,7.616,6.6675,6.7712,7.3026,7.0939,7.8662,7.4808,7.6211,7.7782,7.87,7.4994,7.5089,7.6546,6.848,6.7216,6.7944,7.597,7.8997
100,6.5521,6.395,7.0549,7.2595,7.2053,6.5009,7.4469,7.1452,6.8131,7.5576,6.5726,6.6422,7.2117,6.9895,7.7807,7.3674,7.5522,7.7099,7.8118,7.42,7.4499,7.5783,6.7391,6.6606,6.673,7.5362,7.7935
200,6.4697,6.3105,6.9765,7.2072,7.127,6.4119,7.4015,7.0909,6.7107,7.5074,6.4947,6.5336,7.1408,6.9058,7.7144,7.273,7.4972,7.6547,7.7624,7.3564,7.4022,7.5228,6.6472,6.6092,6.5721,7.495,7.7049
300,6.3936,6.2232,6.897,7.1601,7.054,6.3273,7.3612,7.0457,6.6167,7.4664,6.4219,6.43,7.0706,6.8282,7.6562,7.1832,7.4428,7.605,7.7218,7.2986,7.3576,7.4705,6.56,6.5623,6.4729,7.4546,7.6222
400,6.3192,6.1431,6.8173,7.1145,6.9837,6.2485,7.3199,7.0024,6.5204,7.4243,6.3494,6.3284,7.0029,6.7515,7.6018,7.0966,7.3941,7.5551,7.6788,7.2445,7.315,7.422,6.4758,6.5169,6.3753,7.4172,7.5436
500,6.2438,6.0626,6.744,7.0721,6.9114,6.1685,7.2821,6.9584,6.4249,7.3825,6.2789,6.2299,6.9354,6.6768,7.5482,7.0105,7.3429,7.5014,7.6398,7.1899,7.2732,7.3761,6.3926,6.4735,6.2769,7.3816,7.4652
600,6.1698,5.9804,6.6655,7.0301,6.8431,6.0885,7.2428,6.9145,6.3265,7.3447,6.2093,6.1367,6.8673,6.5993,7.4949,6.9231,7.2932,7.453,7.6014,7.1382,7.233,7.3286,6.3093,6.4313,6.1791,7.3458,7.3876
700,6.0947,5.8983,6.5896,6.9894,6.7736,6.0089,7.2057,6.8747,6.2282,7.3042,6.1379,6.0481,6.7998,6.5248,7.4429,6.8358,7.2465,7.4035,7.5636,7.0848,7.194,7.283,6.2264,6.3899,6.0831,7.3111,7.3105
800,6.0223,5.8153,6.5154,6.9495,6.7039,5.9279,7.1688,6.8316,6.1283,7.2654,6.0683,5.9631,6.7342,6.4467,7.391,6.7484,7.1933,7.354,7.5261,7.0338,7.1553,7.238,6.1425,6.3481,5.9846,7.2783,7.2307
900,5.946,5.7319,6.4381,6.9102,6.6359,5.8431,7.1325,6.7916,6.0277,7.2281,5.9972,5.8818,6.6662,6.3686,7.3392,6.6592,7.1474,7.3066,7.4871,6.9812,7.1169,7.1929,6.0596,6.3094,5.8839,7.2429,7.1519
1000,5.8705,5.6509,6.3623,6.8709,6.5677,5.7606,7.097,6.7494,5.926,7.1909,5.927,5.8032,6.6019,6.2881,7.2874,6.5699,7.0959,7.2548,7.4482,6.9299,7.0797,7.1495,5.9768,6.2676,5.7846,7.2084,7.0707
1100,5.7927,5.5764,6.2849,6.8325,6.5005,5.6728,7.0619,6.7088,5.8228,7.1536,5.8578,5.7263,6.5354,6.2064,7.2351,6.4823,7.05,7.2078,7.4104,6.8798,7.0423,7.1056,5.8974,6.23,5.6886,7.1754,6.9868
1200,5.7123,5.5049,6.2111,6.7943,6.4319,5.5899,7.0274,6.6685,5.7284,7.1177,5.7935,5.6511,6.4684,6.1271,7.1822,6.3984,6.9995,7.1567,7.3717,6.8278,7.0063,7.0622,5.82,6.1891,5.592,7.1395,6.9054
1300,5.6302,5.4376,6.1333,6.7553,6.362,5.5094,6.9936,6.6273,5.632,7.0817,5.73,5.5767,6.4012,6.0503,7.1291,6.316,6.9533,7.108,7.3334,6.7777,6.9701,7.0187,5.7452,6.1496,5.4952,7.1082,6.8227
1400,5.5457,5.3709,6.0494,6.7165,6.2889,5.4332,6.959,6.587,5.5394,7.0458,5.6688,5.5032,6.337,5.98,7.0752,6.2342,6.9031,7.0624,7.2975,6.7262,6.9344,6.977,5.6713,6.1116,5.402,7.0745,6.7395
1500,5.4663,5.3041,5.9705,6.6777,6.2171,5.3594,6.926,6.5497,5.445,7.0113,5.6105,5.4302,6.2708,5.9111,7.021,6.1538,6.8551,7.0109,7.2565,6.6753,6.8986,6.9344,5.5989,6.0708,5.3063,7.0411,6.6538
1600,5.3909,5.2408,5.8889,6.6389,6.142,5.2868,6.8924,6.5089,5.3518,6.9744,5.5518,5.3586,6.2006,5.8445,6.9657,6.0732,6.8086,6.965,7.2217,6.6251,6.8629,6.8919,5.5274,6.0308,5.211,7.0099,6.5675
1700,5.3175,5.1761,5.8046,6.5994,6.066,5.2161,6.86,6.4711,5.2594,6.9384,5.4961,5.2882,6.1345,5.7807,6.909,5.9934,6.7607,6.9169,7.187,6.5728,6.8276,6.8489,5.4558,5.9911,5.1194,6.9768,6.4808
1800,5.2462,5.1145,5.7233,6.5598,5.9841,5.1442,6.8265,6.4309,5.1709,6.9032,5.4414,5.2192,6.0625,5.7162,6.8503,5.9133,6.7138,6.8684,7.1465,6.5231,6.7917,6.8053,5.3848,5.9501,5.0242,6.9448,6.397
1900,5.1767,5.0522,5.6383,6.5196,5.9034,5.0744,6.7951,6.3937,5.0822,6.8691,5.3864,5.1507,5.9905,5.6545,6.7905,5.8333,6.6697,6.8222,7.1131,6.4706,6.7567,6.7619,5.3126,5.9098,4.9331,6.913,6.3165
2000,5.111,4.9879,5.5561,6.4798,5.8195,5.0048,6.7631,6.3548,4.9952,6.834,5.3344,5.0832,5.9153,5.5929,6.7289,5.7534,6.6225,6.7762,7.0797,6.4198,6.7207,6.7187,5.2413,5.8687,4.8391,6.8827,6.2352
2100,5.0448,4.9272,5.4741,6.4387,5.7325,4.9363,6.7307,6.3167,4.9104,6.7984,5.2814,5.0173,5.8383,5.5318,6.6648,5.6733,6.5789,6.728,7.0417,6.3665,6.6852,6.6743,5.1707,5.8267,4.7493,6.8522,6.1572
2200,4.9797,4.863,5.3909,6.3968,5.6444,4.8669,6.6988,6.2775,4.8256,6.7616,5.2298,4.9507,5.7586,5.4715,6.5991,5.594,6.5338,6.6814,7.0099,6.3129,6.6488,6.6308,5.1006,5.7842,4.6645,6.8211,6.0784
