0,6.6573,6.5012,7.1534,7.323,7.3018,6.6079,7.5034,7.2082,6.9321,7.616,6.6675,6.7712,7.3026,7.0939,7.8662,7.4808,7.6211,7.7782,7.87,7.4994,7.5089,7.6546,6.848,6.7216,6.7944,7.597,7.8997
100,6.6523,6.4863,7.1443,7.3213,7.3013,6.6005,7.5017,7.2074,6.9165,7.6136,6.6517,6.7551,7.2979,7.0827,7.864,7.4635,7.6173,7.7729,7.874,7.4984,7.5066,7.6482,6.8339,6.7189,6.7698,7.5938,7.8882
200,6.6461,6.4737,7.1342,7.3168,7.2943,6.5885,7.4975,7.1989,6.8993,7.6072,6.638,6.7366,7.2898,7.0705,7.8595,7.4462,7.6108,7.7644,7.8676,7.4935,7.5033,7.6443,6.8189,6.714,6.7477,7.5932,7.8744
300,6.638,6.4561,7.1199,7.313,7.2853,6.5761,7.4947,7.1936,6.8783,7.6036,6.6247,6.7177,7.2824,7.0577,7.8544,7.4272,7.6019,7.7579,7.8594,7.4857,7.4992,7.6375,6.8024,6.7093,6.7276,7.5889,7.8614
400,6.6304,6.44,7.1111,7.3078,7.2803,6.5625,7.491,7.1863,6.8631,7.5991,6.6096,6.6978,7.2723,7.0465,7.8499,7.4095,7.5946,7.7504,7.8532,7.48,7.4937,7.6318,6.7869,6.7019,6.706,7.5835,7.8477
500,6.6241,6.4235,7.101,7.3039,7.2717,6.5525,7.4859,7.1803,6.8459,7.5931,6.5947,6.6771,7.2639,7.0344,7.845,7.3908,7.5911,7.7419,7.8476,7.4727,7.4896,7.6269,6.7713,6.6983,6.6894,7.5783,7.834
600,6.6174,6.4067,7.087,7.2981,7.266,6.5407,7.4814,7.175,6.8272,7.5862,6.5792,6.6565,7.2542,7.0214,7.8399,7.3714,7.5807,7.7325,7.8478,7.4667,7.484,7.619,6.7556,6.6909,6.6645,7.5759,7.8203
700,6.6111,6.3939,7.0726,7.2941,7.2577,6.527,7.4778,7.1675,6.8095,7.5813,6.5673,6.635,7.2492,7.0105,7.8351,7.3535,7.5734,7.7252,7.8401,7.4596,7.4799,7.6143,6.74,6.6876,6.6385,7.5678,7.8071
800,6.6013,6.3772,7.0629,7.2882,7.2506,6.5157,7.4712,7.1616,6.7904,7.578,6.5507,6.6132,7.2358,6.9973,7.8301,7.3338,7.5651,7.7173,7.8352,7.4523,7.474,7.6073,6.7237,6.6788,6.6188,7.5644,7.7934
900,6.596,6.3622,7.0502,7.2837,7.2441,6.504,7.467,7.1563,6.7719,7.5676,6.5358,6.5907,7.2315,6.9835,7.825,7.3145,7.5593,7.707,7.8274,7.4484,7.4693,7.6015,6.7074,6.6723,6.5942,7.5636,7.7794
1000,6.5872,6.3483,7.044,7.2783,7.2348,6.4911,7.4617,7.1465,6.7521,7.5637,6.5208,6.5683,7.2257,6.9725,7.8202,7.2952,7.5453,7.6989,7.8201,7.441,7.4642,7.5958,6.6909,6.6674,6.576,7.5572,7.7654
1100,6.5812,6.3304,7.0288,7.2739,7.2305,6.4787,7.4566,7.1434,6.7331,7.5598,6.5049,6.5464,7.2181,6.9615,7.8153,7.2752,7.5393,7.6931,7.8147,7.4352,7.4588,7.5892,6.6748,6.6604,6.5544,7.5524,7.7546
1200,6.5734,6.3142,7.0212,7.2684,7.2205,6.4678,7.4525,7.1359,6.7131,7.5537,6.4893,6.5256,7.2065,6.9452,7.8101,7.2553,7.5334,7.685,7.8127,7.4282,7.4535,7.5839,6.6574,6.654,6.5297,7.546,7.7409
1300,6.5659,6.2966,7.0116,7.2627,7.2153,6.4544,7.4472,7.1296,6.6915,7.5472,6.4754,6.5052,7.2001,6.9327,7.8056,7.2356,7.5256,7.6773,7.8054,7.4223,7.4484,7.5775,6.6411,6.6476,6.5075,7.5422,7.7266
1400,6.5591,6.2802,6.9992,7.2585,7.207,6.4414,7.4427,7.1243,6.6734,7.5445,6.4589,6.4846,7.1935,6.9214,7.801,7.2154,7.5181,7.6673,7.8007,7.4173,7.4427,7.5712,6.6234,6.6422,6.4872,7.537,7.7141
1500,6.5507,6.2622,6.981,7.2532,7.1986,6.4318,7.4386,7.1159,6.6526,7.5377,6.4415,6.4646,7.1856,6.9061,7.7962,7.1946,7.5096,7.6605,7.7962,7.4095,7.4385,7.5666,6.6059,6.6359,6.4683,7.5312,7.7003
1600,6.5441,6.2443,6.9702,7.2486,7.193,6.4173,7.4313,7.1095,6.6319,7.5297,6.4259,6.4454,7.1781,6.8938,7.7915,7.1734,7.5028,7.6541,7.7911,7.4036,7.4326,7.5606,6.5873,6.6302,6.4466,7.5251,7.685
1700,6.5368,6.226,6.9574,7.2421,7.1828,6.4059,7.4282,7.102,6.6118,7.5265,6.4097,6.426,7.1729,6.8814,7.7869,7.1528,7.4964,7.6468,7.7875,7.3982,7.4269,7.5551,6.5687,6.6238,6.418,7.5224,7.6727
1800,6.5297,6.205,6.9478,7.2385,7.1767,6.3938,7.4229,7.0972,6.5885,7.5221,6.392,6.4069,7.1606,6.8666,7.7824,7.1307,7.4896,7.6372,7.78,7.3924,7.4218,7.5492,6.55,6.6167,6.399,7.5164,7.6583
1900,6.5206,6.1854,6.9403,7.2326,7.17,6.3786,7.417,7.0901,6.5675,7.5118,6.3769,6.3885,7.1526,6.8524,7.7778,7.1093,7.4832,7.6287,7.7771,7.3867,7.416,7.5432,6.5297,6.6117,6.3787,7.5138,7.6435
2000,6.5151,6.1646,6.9251,7.2287,7.1609,6.366,7.4131,7.0859,6.5466,7.5091,6.3584,6.371,7.1442,6.8385,7.7731,7.0869,7.4754,7.6253,7.7722,7.3791,7.411,7.5382,6.5109,6.6057,6.3595,7.5086,7.6315
2100,6.5088,6.1421,6.9147,7.2231,7.1561,6.3534,7.4069,7.0793,6.522,7.5019,6.3404,6.3528,7.1374,6.8254,7.7682,7.0641,7.4713,7.6143,7.7659,7.3738,7.4053,7.5317,6.4902,6.5984,6.3351,7.5036,7.6174
2200,6.4998,6.1215,6.9021,7.2185,7.1475,6.3378,7.4024,7.0755,6.5021,7.4945,6.3227,6.3356,7.1303,6.809,7.7637,7.041,7.4636,7.6076,7.7585,7.3682,7.3999,7.527,6.4702,6.5939,6.3132,7.4948,7.6014
2300,6.4937,6.1002,6.8895,7.2134,7.1389,6.326,7.3979,7.0678,6.4826,7.4901,6.3038,6.3186,7.122,6.7956,7.759,7.0186,7.4559,7.6,7.7531,7.3623,7.3947,7.5206,6.4496,6.5873,6.2967,7.4934,7.5889
2400,6.4866,6.0806,6.8805,7.2085,7.1336,6.3133,7.3922,7.0614,6.4578,7.4831,6.2858,6.3018,7.1159,6.7805,7.7545,6.996,7.4486,7.5929,7.7483,7.3574,7.3893,7.516,6.4294,6.5824,6.2776,7.4893,7.5739
2500,6.4771,6.0647,6.8696,7.2039,7.1244,6.2958,7.3892,7.0535,6.4353,7.4785,6.2673,6.2848,7.1036,6.7637,7.75,6.9746,7.4436,7.5851,7.7414,7.3515,7.384,7.5099,6.4105,6.5767,6.2542,7.4847,7.5588
2600,6.4706,6.0454,6.8576,7.1989,7.1162,6.2843,7.3822,7.0502,6.4154,7.4722,6.2492,6.2685,7.0974,6.7497,7.7454,6.9539,7.4356,7.5774,7.7384,7.347,7.379,7.5048,6.3909,6.5715,6.2255,7.4798,7.5445
2700,6.4636,6.0228,6.8421,7.1946,7.1091,6.2683,7.3788,7.0459,6.3979,7.4649,6.2328,6.2519,7.0892,6.7334,7.7409,6.934,7.429,7.5705,7.7318,7.3387,7.3733,7.4993,6.3729,6.5654,6.2071,7.4746,7.5298
2800,6.4547,6.0071,6.829,7.1894,7.1015,6.2505,7.3735,7.039,6.3759,7.4613,6.2171,6.2354,7.0822,6.7153,7.7367,6.9134,7.4248,7.5626,7.7249,7.3334,7.3681,7.4928,6.3543,6.5605,6.1868,7.4674,7.5131
2900,6.4499,5.991,6.8164,7.1856,7.0941,6.2374,7.3673,7.032,6.3602,7.455,6.1993,6.2199,7.072,6.6972,7.7323,6.894,7.4202,7.5584,7.7234,7.3277,7.3622,7.4886,6.3368,6.554,6.1686,7.4644,7.4986
3000,6.4397,5.9734,6.8063,7.1807,7.0863,6.2182,7.3631,7.0286,6.3401,7.448,6.1844,6.2043,7.0638,6.6784,7.728,6.8741,7.4094,7.5485,7.7184,7.3226,7.3576,7.483,6.3189,6.5487,6.1443,7.4604,7.482
3100,6.4317,5.9551,6.7916,7.1766,7.0804,6.2005,7.3586,7.0198,6.3231,7.4441,6.1678,6.189,7.0552,6.6594,7.7237,6.855,7.4083,7.5412,7.715,7.3179,7.3521,7.478,6.3018,6.5408,6.1199,7.4545,7.4647
3200,6.4269,5.9403,6.7807,7.1716,7.0709,6.183,7.353,7.0141,6.3007,7.4399,6.1526,6.1733,7.0489,6.6407,7.7195,6.8358,7.4023,7.5335,7.7099,7.3117,7.3472,7.4721,6.284,6.5372,6.0997,7.45,7.4494
3300,6.4164,5.9248,6.7719,7.1676,7.0648,6.1642,7.3494,7.0088,6.284,7.4328,6.1378,6.159,7.0435,6.6198,7.7154,6.8168,7.3974,7.5236,7.7012,7.3078,7.3417,7.4663,6.2667,6.5305,6.0801,7.4459,7.4333
3400,6.4082,5.9076,6.7573,7.1633,7.0564,6.1426,7.3429,7.0059,6.2672,7.4249,6.1227,6.1446,7.0342,6.6007,7.7115,6.7982,7.3885,7.519,7.6944,7.3014,7.337,7.4619,6.2507,6.5264,6.0575,7.4434,7.4156
3500,6.3993,5.8926,6.7428,7.1587,7.0481,6.1257,7.3383,6.994,6.2472,7.4205,6.1051,6.1301,7.0267,6.5821,7.7074,6.7793,7.3834,7.5124,7.6906,7.2952,7.3316,7.457,6.2323,6.5201,6.0357,7.4389,7.3994
3600,6.3927,5.8785,6.7276,7.1546,7.0411,6.1058,7.3342,6.9923,6.2337,7.4144,6.0919,6.1162,7.0219,6.5624,7.7033,6.7607,7.3788,7.5042,7.6874,7.2912,7.327,7.4515,6.2162,6.5134,6.016,7.4331,7.3822
3700,6.3851,5.8604,6.7182,7.1504,7.0319,6.0848,7.3289,6.988,6.2174,7.407,6.077,6.1024,7.0097,6.5437,7.6991,6.743,7.3716,7.4941,7.6809,7.2847,7.321,7.4463,6.1994,6.509,5.9933,7.4283,7.3628
3800,6.376,5.8454,6.7042,7.1464,7.0256,6.0663,7.3246,6.981,6.1961,7.4023,6.0613,6.0889,7.0019,6.5287,7.6951,6.7246,7.3665,7.4917,7.6725,7.2804,7.3162,7.4407,6.183,6.5034,5.9716,7.4217,7.3455
3900,6.3671,5.832,6.6906,7.1417,7.0171,6.048,7.3182,6.9774,6.1807,7.3983,6.0477,6.0746,6.9959,6.5107,7.6913,6.7067,7.3597,7.4833,7.6693,7.2759,7.3109,7.4357,6.1664,6.4984,5.9492,7.419,7.3273
4000,6.3595,5.8175,6.6757,7.1378,7.0081,6.0298,7.3138,6.9731,6.1657,7.3919,6.033,6.0616,6.9866,6.4934,7.6872,6.688,7.3538,7.4749,7.6642,7.2693,7.3059,7.4304,6.1499,6.4927,5.929,7.4158,7.3078
4100,6.3494,5.8022,6.657,7.1332,7.002,6.0128,7.3089,6.9654,6.1495,7.3861,6.0194,6.0481,6.9801,6.4791,7.683,6.671,7.3501,7.4686,7.6575,7.2655,7.3013,7.4248,6.1346,6.4877,5.911,7.41,7.2898
4200,6.3417,5.7909,6.6484,7.1296,6.9944,5.9932,7.3044,6.9617,6.1314,7.3828,6.0053,6.035,6.9688,6.462,7.6789,6.6531,7.3426,7.4623,7.6534,7.2599,7.2961,7.4193,6.1175,6.4812,5.8882,7.4013,7.2709
