"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27"
5.53838339881757,5.26932345495491,5.62202473418194,6.24466553869436,5.97858203420418,5.44852768305254,6.36020996935855,5.99225289303739,5.38233002592003,6.35757439148411,5.46887299634929,5.60550647746426,5.93905274255092,5.84590438070478,6.73546274436748,5.69897856877406,6.0813807428054,6.16743039199307,6.56397571340432,6.2668281223402,6.39775848169116,6.39061173056642,5.44696799341238,5.67708398859169,4.43772813257537,6.37346744633144,6.21162204764834
4.77269576590854,4.04604374950988,3.41984313133501,5.69813410353119,4.96314356850199,4.42607267914735,5.82170646529251,5.36240796822061,3.30322229587702,5.72867764750558,4.33788289249323,4.35005183557486,4.92165470311635,4.73994625097833,5.87337672623709,3.35475315515277,5.2012792887484,4.97999192223362,5.88286581126655,5.4125171870834,5.87575332421054,5.68895791026672,3.24194184805073,5.12979400875793,3.02006503408498,5.79387610594154,3.75975282406413
2.91936885706791,2.78198594681483,3.05070368859589,4.73895436756474,3.19827561066383,2.86201045923226,4.87814010712912,4.19462844784073,2.96923507741436,4.71627336048576,2.82441560210678,2.96616293854267,3.16948604730506,3.0666915257312,3.72581033967295,3.08749890408564,3.28238251434049,3.31590926629509,4.59827041161515,3.43593941168238,4.89748354736746,4.48830812082775,2.86381997217066,4.18313025985628,2.81177498874538,4.71509916024472,3.3990395483742
2.71478303820305,2.60635124954431,2.8511558705849,3.09317160180429,2.99716645487252,2.67475106488489,3.14242554946413,2.95992000269209,2.76723463163511,3.13108567149462,2.66577230545758,2.75655808244071,2.98021650958062,2.84726983735063,3.33088669933922,2.97367295505738,3.07992694175888,3.1177078650744,3.30697453404017,3.07982797366073,3.15124418239798,3.15529860757568,2.72595447829015,2.77279975984829,2.68939644855617,3.20206171183828,3.16060999478966
2.58498972385878,2.50090089792053,2.74469412606699,2.87199893947577,2.83342194531357,2.55034973890743,2.9277321228636,2.80003774974758,2.65952128841072,2.95838401361707,2.5573004175626,2.61344598792193,2.82771110355764,2.73749578110446,3.09078834747937,2.83197048938479,2.93606894498067,2.98502575977628,3.06418334859971,2.9127269039344,2.93786556655982,2.97211639083275,2.61548508942927,2.6154459891391,2.57633536540409,2.9653199201458,3.02581660682505
2.50372936178025,2.43466288092256,2.67762866325751,2.76020209744135,2.74602053200603,2.47882466555542,2.83269279684373,2.70988597988857,2.59662908553063,2.8613042024333,2.49342842781633,2.54841848179412,2.74277496042952,2.65989097221764,2.97002171471517,2.80161163530593,2.85696348188719,2.91226046588785,2.98117959801993,2.81595999242725,2.83663145906342,2.87495440397633,2.56307028481177,2.53356235618957,2.54008641195807,2.87867515514717,2.96136875524969
2.47004808204419,2.40817829374877,2.64762758941495,2.72332797676265,2.70846688172658,2.44920602465095,2.78723131837334,2.67272487647616,2.56602307231327,2.82584539968581,2.47163986427406,2.51530168571709,2.70530411794328,2.62963705015155,2.93288273552232,2.76986021963597,2.82266525248571,2.88189592272396,2.91759711948961,2.78272246132348,2.79109286188485,2.84143178650054,2.53787206297519,2.49570339168021,2.51299119632444,2.81798715665572,2.92708380037995
2.45142441971587,2.39350803981947,2.63321366037226,2.69763088538104,2.68875483422007,2.43289124587581,2.76887643370663,2.65618032187788,2.55125888526893,2.8058066722745,2.45471515237171,2.49196177189935,2.6887336464021,2.61155069029823,2.89765415108235,2.75228114917352,2.80654769532493,2.864682078878,2.89959205034016,2.7616804321612,2.76662202117532,2.81876255259572,2.52013621397174,2.48103819471539,2.50083886821713,2.79934118047168,2.9069098623811
